INVOICE_CLOSE_DATE,INVOICE_PLAN_ID,DISPENSE_TYPE,MEMBERS_SERVED,SAVINGS,COUNT(DISTINCT DISPENSE_ID)
2022-06-30 00:00:00.000,489,PAP,1,2416.7700000000,1
2025-01-31 00:00:00.000,747,Biosimilar,1,5441.5500000000,1
2025-12-31 00:00:00.000,931,Copay,1,431.4100000000,1
2025-08-31 00:00:00.000,1190,Alternate Payer,1,64726.5600000000,1
2023-03-31 00:00:00.000,49,PAP,1,2709.8000000000,1
2021-10-31 00:00:00.000,112,Alt. Payer,1,,1
2025-10-31 00:00:00.000,1481,Alternate Payer,1,10256.3800000000,1
2026-04-30 00:00:00.000,902,PAP,1,12070.0900000000,1
2023-06-30 00:00:00.000,623,PAP,1,9433.5100000000,1
2025-07-31 00:00:00.000,1083,PAP,1,9726.8400000000,1
2022-11-30 00:00:00.000,247,PAP,1,1494.6900000000,1
2023-06-30 00:00:00.000,580,PAP,1,13465.7800000000,1
2024-06-30 00:00:00.000,952,PAP,1,8728.3400000000,1
2025-10-31 00:00:00.000,973,PAP,1,10904.3100000000,1
2025-02-28 00:00:00.000,905,Alternate Payer,1,1322.1400000000,1
2024-08-31 00:00:00.000,353,Alternate Payer,1,3912.7200000000,1
2024-02-29 00:00:00.000,271,Alternate Payer,1,4937.8200000000,1
2021-04-30 00:00:00.000,150,PAP,1,3335.2800000000,1
2025-11-30 00:00:00.000,571,PAP,1,5656.9400000000,1
2025-09-30 00:00:00.000,1203,International,1,8007.9900000000,1
2023-10-31 00:00:00.000,733,Copay,1,1690.1800000000,1
2023-07-31 00:00:00.000,673,Copay,1,2561.7700000000,1
2023-11-30 00:00:00.000,647,Alternate Payer,1,4623.6500000000,1
2024-07-31 00:00:00.000,687,Copay,1,1225.0000000000,1
2026-04-30 00:00:00.000,108,PAP,1,8490.8900000000,1
2022-04-30 00:00:00.000,119,PAP,1,11866.6800000000,1
2026-01-31 00:00:00.000,501,Alternate Payer,1,11313.8800000000,1
2021-09-30 00:00:00.000,85,Copay,1,325.4500000000,1
2024-11-30 00:00:00.000,845,PAP,1,4211.9600000000,1
2024-01-31 00:00:00.000,891,Alternate Payer,1,984.1000000000,1
2023-02-28 00:00:00.000,243,PAP,1,5003.7200000000,1
2024-06-30 00:00:00.000,723,Alternate Payer,1,1427.7400000000,1
2024-10-31 00:00:00.000,523,PAP,1,9738.7000000000,1
2026-03-31 00:00:00.000,1148,Alternate Payer,1,4607.1900000000,1
2022-03-31 00:00:00.000,124,Alt. Payer,1,,1
2024-03-31 00:00:00.000,648,Alternate Payer,1,4937.8200000000,1
2024-10-31 00:00:00.000,1016,PAP,1,3297.0900000000,1
2026-04-30 00:00:00.000,1630,Copay,1,610.9500000000,1
2025-08-31 00:00:00.000,1458,Alternate Payer,1,5138.6200000000,2
2024-12-31 00:00:00.000,662,Copay,1,641.3000000000,1
2024-11-30 00:00:00.000,950,PAP,1,2909.4400000000,1
2025-11-30 00:00:00.000,999,Copay,1,1012.5000000000,1
2024-08-31 00:00:00.000,202,Biosimilar,1,1014.9000000000,1
2025-01-31 00:00:00.000,1332,Alternate Payer,1,4155.2700000000,1
2023-11-30 00:00:00.000,598,Copay,1,562.5000000000,1
2024-03-31 00:00:00.000,518,Alternate Payer,1,3209.4400000000,1
2025-05-31 00:00:00.000,420,International,1,3513.6500000000,1
2023-07-31 00:00:00.000,892,PAP,1,12466.4400000000,1
2024-12-31 00:00:00.000,452,Copay,1,1020.9400000000,1
2023-01-31 00:00:00.000,501,Copay,1,393.0400000000,1
2026-01-31 00:00:00.000,1595,International,1,9857.5900000000,1
2024-05-31 00:00:00.000,141,Alternate Payer,1,1391.4200000000,1
2023-12-31 00:00:00.000,135,Alternate Payer,1,4711.2700000000,1
2025-05-31 00:00:00.000,1175,Alternate Payer,1,2929.9400000000,1
2025-12-31 00:00:00.000,460,Biosimilar,1,22184.9400000000,1
2022-12-31 00:00:00.000,318,PAP,1,14527.3500000000,1
2026-03-31 00:00:00.000,291,Alternate Payer,1,6413.1200000000,1
2025-01-31 00:00:00.000,1130,Alternate Payer,1,5271.7700000000,1
2022-10-31 00:00:00.000,510,PAP,1,10678.5600000000,1
2024-08-31 00:00:00.000,869,PAP,1,9600.5300000000,1
2026-04-30 00:00:00.000,245,International,1,775.0700000000,1
2025-11-30 00:00:00.000,649,Copay,1,200.0000000000,1
2024-03-31 00:00:00.000,244,PAP,1,8728.3400000000,1
2022-02-28 00:00:00.000,16,PAP,1,4575.2800000000,1
2023-12-31 00:00:00.000,760,Copay,1,5102.0200000000,1
2025-02-28 00:00:00.000,861,International,1,7076.9100000000,1
2023-10-31 00:00:00.000,705,Alternate Payer,1,3022.5300000000,1
2023-07-31 00:00:00.000,355,Alternate Payer,1,980.8900000000,1
2022-12-31 00:00:00.000,607,PAP,1,5900.6200000000,1
2023-01-31 00:00:00.000,173,PAP,1,13729.8600000000,1
2025-09-30 00:00:00.000,1362,PAP,1,4922.7300000000,1
2026-01-31 00:00:00.000,978,Biosimilar,1,5441.5500000000,1
2025-11-30 00:00:00.000,370,International,1,13712.6800000000,1
2025-12-31 00:00:00.000,1537,PAP,1,2947.1000000000,1
2024-11-30 00:00:00.000,1101,PAP,1,2909.4400000000,1
2023-10-31 00:00:00.000,322,PAP,1,3335.2800000000,1
2024-08-31 00:00:00.000,1148,Copay,1,1500.0000000000,1
2025-01-31 00:00:00.000,645,Alternate Payer,1,10487.8300000000,1
2025-11-30 00:00:00.000,993,PAP,1,6819.7200000000,1
2023-02-28 00:00:00.000,419,PAP,1,10683.3100000000,1
2021-04-30 00:00:00.000,140,Copay,1,3922.9800000000,1
2022-08-31 00:00:00.000,309,Alt. Payer,1,,1
2026-03-31 00:00:00.000,630,PAP,1,2553.6200000000,1
2025-12-31 00:00:00.000,750,Copay,1,750.0000000000,1
2024-04-30 00:00:00.000,933,PM Dispense,1,,1
2023-07-31 00:00:00.000,376,Copay,1,3674.5300000000,1
2026-02-28 00:00:00.000,492,Copay,1,3000.0000000000,1
2025-09-30 00:00:00.000,957,Biosimilar,1,5441.5500000000,1
2025-08-31 00:00:00.000,1295,PAP,1,11757.6500000000,1
2021-11-30 00:00:00.000,40,Partial Funding,1,,1
2023-01-31 00:00:00.000,462,Partial Funding,1,,1
2023-09-30 00:00:00.000,74,PAP,1,3859.4600000000,1
2025-07-31 00:00:00.000,508,Biosimilar,1,4993.4200000000,1
2022-10-31 00:00:00.000,395,Partial Funding,1,,1
2025-02-28 00:00:00.000,138,PAP,1,7898.7700000000,1
2025-11-30 00:00:00.000,826,PAP,1,9910.5800000000,1
2024-08-31 00:00:00.000,611,Alternate Payer,1,19207.3900000000,1
2024-05-31 00:00:00.000,648,Alternate Payer,1,19879.8000000000,1
2024-04-30 00:00:00.000,741,Alternate Payer,1,1564.4200000000,1
2026-03-31 00:00:00.000,1116,Copay,1,562.5000000000,1
2025-11-30 00:00:00.000,1147,International,1,697.4900000000,1
2019-09-30 00:00:00.000,9,Copay,1,332.1000000000,1
2023-06-30 00:00:00.000,380,Alt. Payer,1,2744.7500000000,1
2020-12-31 00:00:00.000,41,Alt. Payer,1,,1
2025-08-31 00:00:00.000,1333,International,1,10038.4700000000,1
2025-09-30 00:00:00.000,685,PAP,1,20814.1400000000,1
2023-10-31 00:00:00.000,167,Copay,1,417.3700000000,1
2024-03-31 00:00:00.000,753,PAP,1,8112.2300000000,1
2024-08-31 00:00:00.000,771,PAP,1,3045.6500000000,1
2025-06-30 00:00:00.000,723,Biosimilar,1,10114.8800000000,1
2023-08-31 00:00:00.000,135,Copay,1,4297.8100000000,1
2024-05-31 00:00:00.000,712,PAP,1,5818.9000000000,1
2023-09-30 00:00:00.000,251,PAP,1,6710.9300000000,1
2023-01-31 00:00:00.000,101,Alt. Payer,1,1487.1200000000,1
2024-03-31 00:00:00.000,687,Copay,1,2715.4800000000,1
2024-06-30 00:00:00.000,291,Alternate Payer,1,4534.2900000000,1
2020-07-31 00:00:00.000,36,Copay,1,3967.6800000000,1
2023-01-31 00:00:00.000,271,Copay,1,2561.7700000000,1
2023-06-30 00:00:00.000,377,Alt. Payer,1,4943.9300000000,1
2022-05-31 00:00:00.000,147,PAP,1,3619.1000000000,1
2025-06-30 00:00:00.000,891,PAP,1,2802.5300000000,1
2022-01-31 00:00:00.000,85,PAP,1,2378.7100000000,1
2023-01-31 00:00:00.000,374,Partial Funding,1,,1
2024-10-31 00:00:00.000,199,Alternate Payer,1,2909.4400000000,1
2023-09-30 00:00:00.000,668,Copay,1,1628.7700000000,1
2024-11-30 00:00:00.000,116,PAP,1,8266.2500000000,1
2024-08-31 00:00:00.000,1122,Biosimilar,1,1910.4000000000,1
2025-08-31 00:00:00.000,1124,PAP,1,2616.4500000000,1
2023-04-30 00:00:00.000,517,Copay,1,24283.2800000000,1
2022-11-30 00:00:00.000,528,PAP,1,11937.4400000000,1
2024-01-31 00:00:00.000,531,Copay,1,3591.1600000000,1
2026-02-28 00:00:00.000,1619,Alternate Payer,1,1626.5800000000,1
2022-10-31 00:00:00.000,404,Alt. Payer,1,3101.6200000000,1
2025-06-30 00:00:00.000,1148,Alternate Payer,1,4472.9900000000,1
2022-02-28 00:00:00.000,440,Partial Funding,1,,1
2023-02-28 00:00:00.000,558,Alt. Payer,1,3284.7600000000,1
2025-02-28 00:00:00.000,845,Alternate Payer,1,4882.7700000000,1
2025-10-31 00:00:00.000,1369,Biosimilar,1,19642.0300000000,1
2022-05-31 00:00:00.000,10,PAP,2,4772.5100000000,2
2023-02-28 00:00:00.000,175,Alt. Payer,1,3304.6300000000,1
2024-01-31 00:00:00.000,811,Copay,1,429.5300000000,1
2023-11-30 00:00:00.000,697,Alternate Payer,1,9393.8700000000,1
2024-07-31 00:00:00.000,556,PAP,1,1202.7000000000,1
2020-10-31 00:00:00.000,110,PAP,1,2033.6800000000,1
2023-05-31 00:00:00.000,839,Copay,1,1051.3000000000,1
2025-06-30 00:00:00.000,1181,PAP,1,11143.3300000000,1
2022-04-30 00:00:00.000,156,PAP,1,4576.6200000000,1
2022-01-31 00:00:00.000,340,PAP,1,5507.2500000000,1
2022-05-31 00:00:00.000,320,PAP,1,1494.6900000000,1
2023-11-30 00:00:00.000,309,Copay,1,750.0000000000,1
2021-06-30 00:00:00.000,218,Copay,1,3578.3400000000,1
2024-06-30 00:00:00.000,327,Copay,1,770.0000000000,1
2025-12-31 00:00:00.000,1308,PAP,1,9430.2900000000,1
2024-10-31 00:00:00.000,1190,Copay,1,2675.4000000000,1
2025-09-30 00:00:00.000,201,PAP,1,9164.7800000000,1
2023-03-31 00:00:00.000,57,Alt. Payer,1,3372.9800000000,1
2022-12-31 00:00:00.000,354,PAP,1,1192.9800000000,1
2025-04-30 00:00:00.000,519,Alternate Payer,1,8167.6000000000,1
2024-02-29 00:00:00.000,684,Alternate Payer,1,1977.7200000000,1
2023-11-30 00:00:00.000,436,PAP,1,2709.8000000000,1
2024-02-29 00:00:00.000,614,PAP,1,21177.9500000000,1
2026-03-31 00:00:00.000,641,Alternate Payer,1,3974.4900000000,1
2026-01-31 00:00:00.000,395,Alternate Payer,1,11143.3300000000,1
2026-01-31 00:00:00.000,326,Copay,1,7150.5100000000,1
2020-09-30 00:00:00.000,58,Partial Funding,1,,1
2023-10-31 00:00:00.000,467,PAP,1,5123.5500000000,1
2022-07-31 00:00:00.000,124,PAP,1,5507.2500000000,1
2021-07-31 00:00:00.000,61,PAP,1,6086.8900000000,1
2023-05-31 00:00:00.000,372,PAP,1,9433.5100000000,1
2024-11-30 00:00:00.000,455,PAP,1,1670.7600000000,1
2024-06-30 00:00:00.000,597,PAP,1,6018.9300000000,1
2024-05-31 00:00:00.000,146,Copay,1,434.8700000000,1
2025-06-30 00:00:00.000,1285,Biosimilar,1,5441.5500000000,1
2025-01-31 00:00:00.000,709,PAP,1,937.0900000000,1
2025-01-31 00:00:00.000,1069,Copay,1,374.3500000000,1
2024-07-31 00:00:00.000,1137,International,1,11000.0000000000,1
2025-10-31 00:00:00.000,1531,International,1,3627.2700000000,1
2024-08-31 00:00:00.000,1064,PAP,1,21299.7800000000,1
2024-12-31 00:00:00.000,933,Biosimilar,1,1524.2500000000,1
2024-06-30 00:00:00.000,826,PAP,1,9665.9700000000,1
2025-06-30 00:00:00.000,754,PAP,1,11143.3300000000,1
2023-09-30 00:00:00.000,772,Copay,1,146.2600000000,1
2021-04-30 00:00:00.000,30,Alt. Payer,1,,1
2021-08-31 00:00:00.000,125,Partial Funding,1,,1
2020-03-31 00:00:00.000,13,Partial Funding,1,,1
2025-05-31 00:00:00.000,720,Alternate Payer,1,4872.9900000000,1
2026-04-30 00:00:00.000,175,PAP,1,4918.8500000000,1
2025-09-30 00:00:00.000,1251,Alternate Payer,1,3258.5800000000,1
2022-02-28 00:00:00.000,319,Copay,1,4576.6200000000,1
2026-04-30 00:00:00.000,1499,Copay,1,375.0000000000,1
2026-03-31 00:00:00.000,1433,Biosimilar,1,4413.7600000000,1
2024-05-31 00:00:00.000,733,PAP,1,2635.6200000000,1
2025-04-30 00:00:00.000,1251,PAP,1,23701.5600000000,1
2025-12-31 00:00:00.000,811,Strategic Sourcing,1,169.8000000000,1
2025-03-31 00:00:00.000,587,PM Dispense,1,,1
2023-02-28 00:00:00.000,436,Alt. Payer,1,4943.9200000000,1
2024-05-31 00:00:00.000,1077,Biosimilar,1,955.2000000000,1
2025-10-31 00:00:00.000,949,Copay,1,286.3000000000,1
2023-06-30 00:00:00.000,780,Alternate Payer,1,15096.9800000000,1
2026-03-31 00:00:00.000,1739,PAP,1,10924.1500000000,1
2024-03-31 00:00:00.000,427,PAP,1,19879.8000000000,1
2022-04-30 00:00:00.000,330,Copay,1,6826.2700000000,1
2023-01-31 00:00:00.000,280,Alt. Payer,1,4943.9300000000,1
2026-01-31 00:00:00.000,494,Alternate Payer,1,2851.2600000000,1
2022-05-31 00:00:00.000,153,PAP,1,4937.2600000000,1
2022-03-31 00:00:00.000,359,Partial Funding,1,,1
2023-04-30 00:00:00.000,300,PAP,1,7685.3200000000,1
2025-02-28 00:00:00.000,1352,PM Dispense,1,,1
2025-05-31 00:00:00.000,691,PAP,1,3608.5000000000,1
2025-11-30 00:00:00.000,1234,International,1,9996.3600000000,1
2021-10-31 00:00:00.000,124,PAP,1,5195.5200000000,1
2025-03-31 00:00:00.000,205,Biosimilar,1,16132.6000000000,1
2024-04-30 00:00:00.000,1133,PAP,1,29732.1600000000,1
2025-10-31 00:00:00.000,490,PAP,1,11613.9400000000,1
2021-10-31 00:00:00.000,79,PAP,1,8138.9900000000,1
2021-11-30 00:00:00.000,109,PAP,1,12107.0600000000,1
2021-03-31 00:00:00.000,152,Partial Funding,1,,1
2025-08-31 00:00:00.000,271,Alternate Payer,1,5167.2200000000,1
2023-03-31 00:00:00.000,243,Partial Funding,1,,1
2023-10-31 00:00:00.000,920,Copay,1,150.0000000000,1
2025-10-31 00:00:00.000,1140,PAP,1,18329.5500000000,1
2022-12-31 00:00:00.000,182,Partial Funding,1,,1
2025-05-31 00:00:00.000,1337,PAP,1,2857.2500000000,1
2024-05-31 00:00:00.000,560,PAP,1,1202.7000000000,1
2023-06-30 00:00:00.000,149,Alt. Payer,1,2516.6100000000,1
2024-11-30 00:00:00.000,182,Alternate Payer,1,2909.4400000000,1
2025-10-31 00:00:00.000,1249,PAP,1,9775.7600000000,1
2025-01-31 00:00:00.000,176,Copay,1,395.9400000000,1
2025-07-31 00:00:00.000,1143,PAP,1,2728.1100000000,1
2025-08-31 00:00:00.000,933,Alternate Payer,1,4047.3600000000,1
2024-07-31 00:00:00.000,299,Copay,1,2113.8800000000,1
2025-05-31 00:00:00.000,1137,PAP,2,17380.9600000000,2
2024-12-31 00:00:00.000,598,Biosimilar,1,0.0000000000,1
2024-05-31 00:00:00.000,1064,PAP,1,21299.7800000000,1
2026-03-31 00:00:00.000,377,Alternate Payer,1,31221.2100000000,1
2023-09-30 00:00:00.000,319,Alternate Payer,1,4685.1900000000,1
2021-09-30 00:00:00.000,131,PAP,1,22602.7500000000,1
2022-02-28 00:00:00.000,3,Copay,1,382.3200000000,1
2023-06-30 00:00:00.000,400,Alt. Payer,1,3284.7600000000,1
2022-03-31 00:00:00.000,419,PAP,1,10372.1400000000,1
2025-07-31 00:00:00.000,705,Biosimilar,1,45666.7100000000,1
2022-12-31 00:00:00.000,617,PAP,1,3283.7600000000,1
2024-07-31 00:00:00.000,749,Alternate Payer,1,4920.3200000000,1
2022-12-31 00:00:00.000,446,PAP,1,4620.4800000000,1
2022-03-31 00:00:00.000,390,PAP,1,12270.7500000000,1
2024-07-31 00:00:00.000,1050,PAP,1,2806.7600000000,1
2023-04-30 00:00:00.000,709,Partial Funding,1,,1
2022-11-30 00:00:00.000,269,Alt. Payer,1,4786.1500000000,1
2021-10-31 00:00:00.000,19,Partial Funding,1,,1
2025-03-31 00:00:00.000,139,PAP,1,2748.6600000000,1
2025-12-31 00:00:00.000,1340,International,1,9701.5600000000,1
2022-11-30 00:00:00.000,108,Partial Funding,1,,1
2025-04-30 00:00:00.000,902,Alternate Payer,1,3577.3900000000,1
2021-01-31 00:00:00.000,156,PAP,1,6815.8400000000,1
2025-03-31 00:00:00.000,991,Copay,1,1312.5000000000,1
2023-04-30 00:00:00.000,722,Partial Funding,1,,1
2025-12-31 00:00:00.000,912,International,1,1665.3400000000,1
2023-12-31 00:00:00.000,458,Alternate Payer,1,4861.4200000000,1
2024-11-30 00:00:00.000,1016,Alternate Payer,1,2806.7600000000,1
2023-06-30 00:00:00.000,751,Partial Funding,1,1183.5000000000,1
2026-04-30 00:00:00.000,1342,PAP,1,29767.6800000000,2
2025-05-31 00:00:00.000,1089,Alternate Payer,1,4879.7300000000,1
2024-03-31 00:00:00.000,1096,Alternate Payer,1,1352.0400000000,1
2022-05-31 00:00:00.000,95,Partial Funding,1,,1
2024-12-31 00:00:00.000,199,PAP,1,5667.8500000000,1
2023-02-28 00:00:00.000,510,Alt. Payer,1,4685.1900000000,1
2024-08-31 00:00:00.000,563,International,1,11000.0000000000,1
2025-08-31 00:00:00.000,253,Alternate Payer,1,5111.5000000000,1
2025-04-30 00:00:00.000,1189,Alternate Payer,1,2683.5400000000,1
2022-10-31 00:00:00.000,588,PAP,1,20686.0100000000,1
2024-10-31 00:00:00.000,378,Alternate Payer,1,10612.6900000000,1
2022-11-30 00:00:00.000,441,PAP,1,3507.8800000000,1
2024-09-30 00:00:00.000,1143,PAP,1,68981.2200000000,1
2022-10-31 00:00:00.000,292,PAP,1,1536.5800000000,1
2025-01-31 00:00:00.000,1342,International,1,45239.0400000000,1
2022-02-28 00:00:00.000,112,Partial Funding,1,,1
2021-12-31 00:00:00.000,279,Alt. Payer,1,,1
2024-01-31 00:00:00.000,749,Alternate Payer,1,4920.3200000000,1
2023-08-31 00:00:00.000,753,PAP,1,7653.0300000000,1
2020-09-30 00:00:00.000,19,Copay,1,2441.4000000000,1
2022-08-31 00:00:00.000,321,Copay,1,323.3800000000,1
2022-10-31 00:00:00.000,146,PAP,1,13366.4200000000,1
2025-06-30 00:00:00.000,1362,PAP,1,4922.7300000000,1
2026-01-31 00:00:00.000,1735,Alternate Payer,1,6482.6400000000,1
2021-11-30 00:00:00.000,39,Copay,1,324.7500000000,1
2023-06-30 00:00:00.000,159,PAP,1,15561.0800000000,1
2025-03-31 00:00:00.000,598,Alternate Payer,1,21282.9000000000,1
2021-04-30 00:00:00.000,174,PAP,1,2287.2200000000,1
2025-02-28 00:00:00.000,1080,PAP,1,7771.1200000000,1
2026-04-30 00:00:00.000,996,Biosimilar,1,5441.5500000000,1
2022-01-31 00:00:00.000,13,Copay,1,2558.7900000000,1
2025-09-30 00:00:00.000,370,International,1,5237.2100000000,1
2024-04-30 00:00:00.000,571,PAP,1,10580.0000000000,1
2025-08-31 00:00:00.000,949,Biosimilar,1,5121.4600000000,1
2026-01-31 00:00:00.000,701,Alternate Payer,1,2566.1400000000,1
2023-11-30 00:00:00.000,584,Alternate Payer,1,6245.5300000000,1
2024-10-31 00:00:00.000,370,Alternate Payer,1,3200.3700000000,1
2022-07-31 00:00:00.000,101,Alt. Payer,1,,1
2025-01-31 00:00:00.000,1035,Copay,1,3481.1500000000,1
2026-02-28 00:00:00.000,1257,PAP,1,1691.7200000000,1
2025-01-31 00:00:00.000,747,Generic Specialty,1,3566.4200000000,1
2023-11-30 00:00:00.000,679,PAP,1,4189.3500000000,1
2026-01-31 00:00:00.000,341,PAP,1,7610.0800000000,1
2025-04-30 00:00:00.000,1351,PAP,1,3093.7000000000,1
2026-01-31 00:00:00.000,165,Biosimilar,1,8752.7600000000,2
2022-07-31 00:00:00.000,64,PAP,1,9219.4600000000,1
2021-07-31 00:00:00.000,95,Alt. Payer,1,,1
2022-11-30 00:00:00.000,391,PAP,1,9626.0200000000,1
2024-05-31 00:00:00.000,205,Alternate Payer,1,17826.9800000000,1
2024-07-31 00:00:00.000,1148,PAP,1,9665.9700000000,1
2021-12-31 00:00:00.000,85,PAP,1,2287.2200000000,1
2022-09-30 00:00:00.000,588,Partial Funding,1,,1
2025-03-31 00:00:00.000,983,Biosimilar,1,5441.5500000000,1
2022-03-31 00:00:00.000,200,PAP,1,5507.2500000000,1
2022-05-31 00:00:00.000,364,PAP,1,4529.8900000000,1
2022-09-30 00:00:00.000,407,Alt. Payer,1,3101.6200000000,1
2021-12-28 00:00:00.000,208,PAP,1,5423.7300000000,1
2025-12-31 00:00:00.000,548,International,1,9975.7300000000,1
2023-03-31 00:00:00.000,210,PAP,1,14090.5100000000,1
2024-07-31 00:00:00.000,356,Alternate Payer,1,1977.7200000000,1
2025-12-31 00:00:00.000,512,PAP,1,6109.8500000000,1
2021-01-31 00:00:00.000,137,Copay,1,3520.3800000000,1
2021-03-31 00:00:00.000,101,Alt. Payer,1,,1
2023-09-30 00:00:00.000,123,Alternate Payer,1,4753.0900000000,1
2025-06-30 00:00:00.000,431,Copay,1,5422.9300000000,1
2024-01-31 00:00:00.000,656,Alternate Payer,1,4978.8300000000,1
2024-05-31 00:00:00.000,504,Copay,1,4356.8800000000,1
2024-01-31 00:00:00.000,691,Alternate Payer,1,10594.1200000000,1
2025-03-31 00:00:00.000,1216,PAP,1,54967.4800000000,1
2024-12-31 00:00:00.000,637,PAP,1,20046.8600000000,1
2024-04-30 00:00:00.000,929,PAP,1,2555.7500000000,1
2026-02-28 00:00:00.000,85,Alternate Payer,1,1471.7500000000,1
2025-06-30 00:00:00.000,567,PAP,1,3225.2400000000,1
2025-04-30 00:00:00.000,719,PAP,1,3054.9200000000,1
2023-03-31 00:00:00.000,676,Partial Funding,1,,1
2024-04-30 00:00:00.000,769,Alternate Payer,1,4424.7600000000,1
2022-01-31 00:00:00.000,361,Partial Funding,1,,1
2024-12-31 00:00:00.000,1050,Copay,1,414.3700000000,1
2026-01-31 00:00:00.000,1411,International,1,22017.5400000000,1
2025-09-30 00:00:00.000,1365,International,1,2844.6500000000,1
2025-01-31 00:00:00.000,1311,International,1,22466.0300000000,1
2022-04-30 00:00:00.000,136,Partial Funding,1,,1
2026-04-30 00:00:00.000,1440,Alternate Payer,1,3662.5700000000,1
2026-04-30 00:00:00.000,1722,International,1,7957.6000000000,1
2024-05-31 00:00:00.000,328,Copay,1,4668.1300000000,1
2024-02-29 00:00:00.000,432,PAP,1,8146.4500000000,1
2023-11-30 00:00:00.000,506,PAP,1,11227.4200000000,1
2022-01-31 00:00:00.000,364,Copay,1,5503.7500000000,1
2023-04-30 00:00:00.000,761,PAP,1,2744.7500000000,1
2025-02-28 00:00:00.000,749,Alternate Payer,1,5290.5200000000,1
2024-12-31 00:00:00.000,1024,Alternate Payer,1,3671.9200000000,1
2025-11-30 00:00:00.000,190,Generic Specialty,1,1303.9800000000,1
2025-11-30 00:00:00.000,863,Alternate Payer,1,3737.1000000000,1
2025-10-31 00:00:00.000,175,PAP,1,4849.0500000000,1
2024-02-29 00:00:00.000,540,Alternate Payer,1,5201.0900000000,1
2021-06-30 00:00:00.000,36,Alt. Payer,1,,1
2026-03-31 00:00:00.000,1531,International,1,3627.2700000000,1
2024-06-30 00:00:00.000,694,International,1,6500.0000000000,1
2023-09-30 00:00:00.000,670,PAP,1,9746.1000000000,1
2025-09-30 00:00:00.000,1101,PAP,1,3054.9200000000,1
2023-09-30 00:00:00.000,460,Alternate Payer,1,3224.0300000000,1
2024-03-31 00:00:00.000,680,Alternate Payer,1,4898.3200000000,1
2025-05-31 00:00:00.000,313,PAP,1,10407.0800000000,1
2025-02-28 00:00:00.000,811,PAP,1,12044.1600000000,1
2022-10-31 00:00:00.000,608,Partial Funding,1,,1
2024-03-15 00:00:00.000,767,PM Dispense,1,,1
2021-05-31 00:00:00.000,177,PAP,1,12107.0600000000,1
2025-05-31 00:00:00.000,694,Copay,1,2511.1400000000,1
2026-04-30 00:00:00.000,114,Alternate Payer,1,2830.3000000000,1
2022-02-28 00:00:00.000,115,Partial Funding,1,,1
2026-01-31 00:00:00.000,1355,PAP,1,8050.6300000000,1
2025-10-31 00:00:00.000,859,PAP,1,10400.4400000000,1
2025-02-28 00:00:00.000,691,International,1,3707.7300000000,1
2024-04-30 00:00:00.000,492,Alternate Payer,1,10757.1200000000,1
2023-01-31 00:00:00.000,79,PAP,1,1726.2900000000,1
2021-08-31 00:00:00.000,279,Partial Funding,1,,1
2023-04-30 00:00:00.000,750,Copay,1,2642.3100000000,1
2025-03-31 00:00:00.000,58,PAP,1,20814.1400000000,1
2025-11-30 00:00:00.000,1410,Alternate Payer,1,1308.2300000000,1
